Date,Location_ISO_Code,Location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,Location_Level,City_or_Regency,Province,Country,Continent,Island,Time_Zone,Special_Status,Total_Regencies,Total_Cities,Total_Districts,Total_Urban_Villages,Total_Rural_Villages,Area__km2_,Population,Population_Density,Longitude,Latitude,New_Cases_per_Million,Total_Cases_per_Million,New_Deaths_per_Million,Total_Deaths_per_Million,Total_Deaths_per_100rb,Case_Fatality_Rate,Case_Recovered_Rate,Growth_Factor_of_New_Cases,Growth_Factor_of_New_Deaths
2022-08-19,IDN,Indonesia,5163,26,5028,109,6306686,157343,6097334,52009,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,19.47,23782.17,0.1,593.33,59.33,0.024900000000000002,0.9668000000000001,1.28,1.24
2022-08-20,IDN,Indonesia,4922,22,4302,598,6311608,157365,6101636,52607,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,18.56,23800.73,0.08,593.41,59.34,0.024900000000000002,0.9667,0.95,0.85
2022-08-22,IDN,Indonesia,3300,19,4978,-1697,6318857,157396,6112658,48803,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,12.44,23828.06,0.07,593.53,59.35,0.024900000000000002,0.96739999999999993,0.84,1.58
2022-08-23,IDN,Indonesia,4858,24,5134,-300,6323715,157420,6117792,48503,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,18.32,23846.38,0.09,593.62,59.36,0.024900000000000002,0.96739999999999993,1.47,1.26
2022-08-24,IDN,Indonesia,5428,18,5550,-140,6329143,157438,6123342,48363,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,20.47,23866.85,0.07,593.69,59.37,0.024900000000000002,0.9675,1.12,0.75
2022-08-25,IDN,Indonesia,5214,19,5780,-585,6334357,157457,6129122,47778,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,19.66,23886.51,0.07,593.76,59.38,0.024900000000000002,0.9676,0.96,1.06
2022-08-26,IDN,Indonesia,4549,21,5758,-1230,6338906,157478,6134880,46548,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,17.15,23903.67,0.08,593.84,59.38,0.0248,0.9678,0.87,1.11
2022-08-27,IDN,Indonesia,4170,15,2514,1641,6343076,157493,6137394,48189,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.72,23919.39,0.06,593.9,59.39,0.0248,0.9676,0.92,0.71
2022-08-29,IDN,Indonesia,2871,21,4702,-1852,6349175,157521,6147140,44514,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.83,23942.39,0.08,594.0,59.4,0.0248,0.9682,0.89,3.0
2022-08-30,IDN,Indonesia,5070,20,4510,540,6354245,157541,6151650,45054,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,19.12,23961.51,0.08,594.08,59.41,0.0248,0.96810000000000007,1.77,0.95
2022-08-31,IDN,Indonesia,4563,25,4384,154,6358808,157566,6156034,45208,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,17.21,23978.71,0.09,594.17,59.42,0.0248,0.96810000000000007,0.9,1.25
2022-09-01,IDN,Indonesia,4094,25,4843,-774,6362902,157591,6160877,44434,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.44,23994.15,0.09,594.27,59.43,0.0248,0.9682,0.9,1.0
2022-09-02,IDN,Indonesia,3616,17,4451,-852,6366518,157608,6165328,43582,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,13.64,24007.79,0.06,594.33,59.43,0.0248,0.9684,0.88,0.68
2022-09-03,IDN,Indonesia,3260,23,4002,-765,6369778,157631,6169330,42817,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,12.29,24020.08,0.09,594.42,59.44,0.024700000000000003,0.96849999999999992,0.9,1.35
2022-09-04,IDN,Indonesia,2764,16,3751,-1003,6372542,157647,6173081,41814,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.42,24030.51,0.06,594.48,59.45,0.024700000000000003,0.9687,0.85,0.7
2022-09-05,IDN,Indonesia,2340,21,4444,-2125,6374882,157668,6177525,39689,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.82,24039.33,0.08,594.56,59.46,0.024700000000000003,0.96900000000000008,0.85,1.31
2022-09-06,IDN,Indonesia,3607,28,5136,-1557,6378489,157696,6182661,38132,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,13.6,24052.93,0.11,594.66,59.47,0.024700000000000003,0.9693,1.54,1.33
2022-09-07,IDN,Indonesia,3513,21,3505,-13,6382002,157717,6186166,38119,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,13.25,24066.18,0.08,594.74,59.47,0.024700000000000003,0.9693,0.97,0.75
2022-09-10,IDN,Indonesia,2609,16,3098,-505,6390553,157757,6198051,34745,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,9.84,24098.42,0.06,594.89,59.49,0.024700000000000003,0.9699,0.93,1.33
2022-09-12,IDN,Indonesia,1848,17,3465,-1634,6394340,157787,6204241,32312,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.97,24112.7,0.06,595.01,59.5,0.024700000000000003,0.9703,0.95,1.31
2022-09-13,IDN,Indonesia,2896,20,3617,-741,6397236,157807,6207858,31571,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.92,24123.62,0.08,595.08,59.51,0.024700000000000003,0.9704,1.57,1.18
2022-09-14,IDN,Indonesia,2799,21,3938,-1160,6400035,157828,6211796,30411,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.55,24134.18,0.08,595.16,59.52,0.024700000000000003,0.9706,0.97,1.05
2022-09-15,IDN,Indonesia,2651,21,3915,-1285,6402686,157849,6215711,29126,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.0,24144.18,0.08,595.24,59.52,0.024700000000000003,0.9708,0.95,1.0
2022-09-16,IDN,Indonesia,2358,27,2997,-666,6405044,157876,6218708,28460,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.89,24153.07,0.1,595.34,59.53,0.0246,0.9709,0.89,1.29
2020-03-02,IDN,Indonesia,2,0,0,2,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.01,0.01,0.0,0.0,0.0,0.0,0.0,,
2020-03-03,IDN,Indonesia,0,0,0,0,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-04,IDN,Indonesia,0,0,0,0,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-05,IDN,Indonesia,0,0,0,0,2,0,0,2,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-06,IDN,Indonesia,2,0,0,2,4,0,0,4,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.01,0.02,0.0,0.0,0.0,0.0,0.0,,1.0
2020-03-07,IDN,Indonesia,0,0,0,0,4,0,0,4,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-08,IDN,Indonesia,2,0,0,2,6,0,0,6,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.01,0.02,0.0,0.0,0.0,0.0,0.0,,1.0
2020-03-09,IDN,Indonesia,13,0,0,13,19,0,0,19,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.05,0.07,0.0,0.0,0.0,0.0,0.0,6.5,1.0
2020-03-10,IDN,Indonesia,8,0,2,6,27,0,2,25,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.03,0.1,0.0,0.0,0.0,0.0,0.0741,0.62,1.0
2020-03-12,IDN,Indonesia,0,0,0,0,34,1,2,31,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.0,0.13,0.0,0.0,0.0,0.0294,0.0588,0.0,0.0
2020-03-15,IDN,Indonesia,21,0,0,21,117,5,8,104,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.08,0.44,0.0,0.02,0.0,0.042699999999999995,0.0684,0.78,0.0
2020-03-16,IDN,Indonesia,17,0,0,17,134,5,8,121,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.06,0.51,0.0,0.02,0.0,0.0373,0.059699999999999996,0.81,1.0
2020-03-17,IDN,Indonesia,38,0,1,37,172,5,9,158,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.14,0.65,0.0,0.02,0.0,0.0291,0.052300000000000006,2.24,1.0
2022-07-24,IDN,Indonesia,4071,0,2684,1387,6168342,156902,5970988,40452,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.35,23260.48,0.0,591.67,59.17,0.0254,0.968,0.82,0.0
2020-03-11,IDN,Indonesia,7,1,0,6,34,1,2,31,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.03,0.13,0.0,0.0,0.0,0.0294,0.0588,0.88,
2020-03-14,IDN,Indonesia,27,1,6,20,96,5,8,83,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.1,0.36,0.0,0.02,0.0,0.0521,0.0833,0.77,0.33
2020-03-23,IDN,Indonesia,65,1,1,63,579,49,30,500,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.25,2.18,0.0,0.18,0.02,0.084600000000000009,0.0518,1.02,0.1
2021-11-28,IDN,Indonesia,264,1,275,-12,4255936,143808,4103914,8214,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.0,16048.9,0.0,542.29,54.23,0.0338,0.9643,0.65,0.09
2022-01-02,IDN,Indonesia,174,1,190,-17,4263168,144097,4114689,4382,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.66,16076.17,0.0,543.38,54.34,0.0338,0.9652,0.64,0.5
2022-05-29,IDN,Indonesia,242,1,261,-20,6054415,156574,5894889,2952,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.91,22830.87,0.0,590.43,59.04,0.0259,0.9737,0.87,0.13
2021-12-26,IDN,Indonesia,92,2,148,-58,4261759,144055,4113049,4655,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.35,16070.86,0.01,543.22,54.32,0.0338,0.96510000000000007,0.36,0.33
2022-01-01,IDN,Indonesia,274,2,165,107,4262994,144096,4114499,4399,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.03,16075.52,0.01,543.38,54.34,0.0338,0.9652,1.52,0.33
2022-01-09,IDN,Indonesia,529,2,211,316,4266195,144129,4115958,6108,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.99,16087.59,0.01,543.5,54.35,0.0338,0.9648,1.1,0.33
2022-01-21,IDN,Indonesia,2604,2,811,1791,4280248,144201,4121928,14119,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,9.82,16140.58,0.01,543.77,54.38,0.0337,0.963,1.23,0.29
2022-06-07,IDN,Indonesia,518,2,350,166,6057660,156624,5897372,3664,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.95,22843.1,0.01,590.62,59.06,0.0259,0.97349999999999992,1.51,0.29
2022-06-12,IDN,Indonesia,551,2,353,196,6060488,156643,5899111,4734,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.08,22853.77,0.01,590.69,59.07,0.0258,0.9734,0.96,0.67
2022-06-22,IDN,Indonesia,1985,2,687,1296,6072918,156702,5904825,11391,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.49,22900.64,0.01,590.91,59.09,0.0258,0.9723,1.18,0.4
2022-06-28,IDN,Indonesia,2167,2,1170,995,6084063,156728,5912025,15310,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.17,22942.67,0.01,591.01,59.1,0.0258,0.9717,1.5,0.22
2020-03-13,IDN,Indonesia,35,3,0,32,69,4,2,63,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.13,0.26,0.01,0.02,0.0,0.057999999999999996,0.028999999999999998,,
2020-03-25,IDN,Indonesia,105,3,1,101,790,58,31,701,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.4,2.98,0.01,0.22,0.02,0.073399999999999993,0.0392,0.99,0.5
2022-01-04,IDN,Indonesia,299,3,168,128,4263732,144105,4114969,4658,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.13,16078.3,0.01,543.41,54.34,0.0338,0.96510000000000007,1.13,0.6
2022-01-16,IDN,Indonesia,855,3,710,142,4271649,144170,4118874,8605,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.22,16108.15,0.01,543.66,54.37,0.0338,0.96420000000000006,0.81,0.75
2022-05-20,IDN,Indonesia,250,3,298,-51,6052100,156513,5891872,3715,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.94,22822.14,0.01,590.2,59.02,0.0259,0.97349999999999992,0.79,0.25
2022-05-22,IDN,Indonesia,227,3,285,-61,6052590,156522,5892411,3657,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.86,22823.98,0.01,590.24,59.02,0.0259,0.97349999999999992,0.86,0.5
2022-05-26,IDN,Indonesia,246,3,243,0,6053670,156556,5894103,3011,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.93,22828.06,0.01,590.36,59.04,0.0259,0.9736,0.78,0.6
2022-06-01,IDN,Indonesia,368,3,183,182,6055341,156594,5895606,3141,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.39,22834.36,0.01,590.51,59.05,0.0259,0.9736,1.08,0.6
2022-06-10,IDN,Indonesia,627,3,344,280,6059363,156638,5898384,4341,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.36,22849.52,0.01,590.67,59.07,0.0259,0.9734,1.13,0.43
2022-06-11,IDN,Indonesia,574,3,374,197,6059937,156641,5898758,4538,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.16,22851.69,0.01,590.68,59.07,0.0258,0.9734,0.92,1.0
2022-06-16,IDN,Indonesia,1173,3,509,661,6064424,156673,5901083,6668,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.42,22868.61,0.01,590.81,59.08,0.0258,0.97310000000000008,0.94,0.38
2022-06-19,IDN,Indonesia,1167,3,632,532,6068075,156687,5902794,8594,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.4,22882.38,0.01,590.86,59.09,0.0258,0.9728,0.92,0.6
2022-06-25,IDN,Indonesia,1831,3,1074,754,6078725,156714,5908043,13968,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.9,22922.54,0.01,590.96,59.1,0.0258,0.9719,0.88,0.6
2022-06-26,IDN,Indonesia,1726,3,1175,548,6080451,156717,5909218,14516,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.51,22929.05,0.01,590.97,59.1,0.0258,0.97180000000000011,0.94,1.0
2022-06-29,IDN,Indonesia,2149,3,1282,864,6086212,156731,5913307,16174,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.1,22950.77,0.01,591.02,59.1,0.0258,0.9716,0.99,1.5
2022-07-01,IDN,Indonesia,2049,3,1921,125,6090509,156740,5916854,16915,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.73,22966.97,0.01,591.06,59.11,0.025699999999999997,0.9715,0.91,0.5
2021-12-05,IDN,Indonesia,196,4,298,-106,4257685,143867,4106292,7526,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.74,16055.5,0.02,542.51,54.25,0.0338,0.96439999999999992,0.8,0.8
2021-12-19,IDN,Indonesia,164,4,155,5,4260544,144002,4111619,4923,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.62,16066.28,0.02,543.02,54.3,0.0338,0.965,0.71,0.33
2022-01-05,IDN,Indonesia,404,4,180,220,4264136,144109,4115149,4878,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.52,16079.82,0.02,543.43,54.34,0.0338,0.96510000000000007,1.35,1.33
2022-01-15,IDN,Indonesia,1054,4,464,586,4270794,144167,4118164,8463,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.97,16104.93,0.02,543.65,54.36,0.0338,0.9643,1.24,0.5
2022-01-17,IDN,Indonesia,772,4,598,170,4272421,144174,4119472,8775,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.91,16111.06,0.02,543.67,54.37,0.0337,0.96420000000000006,0.9,1.33
2022-06-03,IDN,Indonesia,372,4,350,18,6056017,156604,5896290,3123,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.4,22836.91,0.02,590.55,59.05,0.0259,0.9736,1.22,0.67
2022-06-08,IDN,Indonesia,520,4,258,258,6058180,156628,5897630,3922,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.96,22845.06,0.02,590.64,59.06,0.0259,0.97349999999999992,1.0,2.0
2022-06-23,IDN,Indonesia,1907,4,1146,757,6074825,156706,5905971,12148,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.19,22907.83,0.02,590.93,59.09,0.0258,0.9722,0.96,2.0
2022-07-03,IDN,Indonesia,1614,4,1606,4,6093917,156749,5920249,16919,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.09,22979.83,0.02,591.09,59.11,0.025699999999999997,0.9715,0.9,0.8
2022-07-06,IDN,Indonesia,2743,4,2045,694,6100671,156770,5925853,18048,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.34,23005.29,0.02,591.17,59.12,0.025699999999999997,0.97129999999999994,1.06,0.5
2022-07-09,IDN,Indonesia,2705,4,1973,728,6108729,156785,5932089,19855,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.2,23035.68,0.02,591.23,59.12,0.025699999999999997,0.9711,1.09,0.8
2021-11-19,IDN,Indonesia,360,5,516,-161,4252705,143714,4100837,8154,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.36,16036.72,0.02,541.94,54.19,0.0338,0.9643,0.9,0.45
2021-11-22,IDN,Indonesia,186,5,342,-161,4253598,143744,4101889,7965,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.7,16040.08,0.02,542.05,54.21,0.0338,0.9643,0.59,0.45
2021-12-04,IDN,Indonesia,246,5,314,-73,4257489,143863,4105994,7632,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.93,16054.76,0.02,542.5,54.25,0.0338,0.96439999999999992,1.0,0.63
2021-12-10,IDN,Indonesia,192,5,311,-124,4258752,143923,4109675,5154,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.72,16059.52,0.02,542.73,54.27,0.0338,0.965,0.87,0.56
2021-12-24,IDN,Indonesia,204,5,182,17,4261412,144047,4112706,4659,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.77,16069.55,0.02,543.19,54.32,0.0338,0.96510000000000007,1.5,0.63
2022-01-03,IDN,Indonesia,265,5,112,148,4263433,144102,4114801,4530,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.0,16077.17,0.02,543.4,54.34,0.0338,0.96510000000000007,1.52,5.0
2022-01-07,IDN,Indonesia,518,5,214,299,4265187,144121,4115572,5494,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.95,16083.79,0.02,543.47,54.35,0.0338,0.9649,0.97,0.71
2022-01-13,IDN,Indonesia,793,5,385,403,4268890,144155,4117347,7388,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.99,16097.75,0.02,543.6,54.36,0.0338,0.9645,1.23,0.83
2022-01-22,IDN,Indonesia,3205,5,627,2573,4283453,144206,4122555,16692,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,12.09,16152.67,0.02,543.79,54.38,0.0337,0.96239999999999992,1.23,2.5
2022-05-14,IDN,Indonesia,308,5,416,-113,6050519,156453,5889241,4825,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.16,22816.17,0.02,589.98,59.0,0.0259,0.97329999999999994,0.92,0.5
2022-05-15,IDN,Indonesia,257,5,293,-41,6050776,156458,5889534,4784,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.97,22817.14,0.02,589.99,59.0,0.0259,0.9734,0.83,1.0
2022-05-25,IDN,Indonesia,315,5,232,78,6053424,156553,5893860,3011,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.19,22827.13,0.02,590.35,59.04,0.0259,0.9736,0.91,0.36
2022-05-31,IDN,Indonesia,340,5,247,88,6054973,156591,5895423,2959,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.28,22832.97,0.02,590.5,59.05,0.0259,0.9736,1.56,0.42
2022-06-05,IDN,Indonesia,388,5,204,179,6056800,156615,5896752,3433,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.46,22839.86,0.02,590.59,59.06,0.0259,0.9736,0.98,0.83
2022-06-18,IDN,Indonesia,1264,5,523,736,6066908,156684,5902162,8062,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.77,22877.98,0.02,590.85,59.08,0.0258,0.9728,1.04,0.83
2022-06-21,IDN,Indonesia,1678,5,677,996,6070933,156700,5904138,10095,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.33,22893.15,0.02,590.91,59.09,0.0258,0.9725,1.42,0.63
2022-06-24,IDN,Indonesia,2069,5,998,1066,6076894,156711,5906969,13214,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.8,22915.63,0.02,590.95,59.09,0.0258,0.972,1.08,1.25
2022-07-02,IDN,Indonesia,1794,5,1789,0,6092303,156745,5918643,16915,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.77,22973.74,0.02,591.08,59.11,0.025699999999999997,0.9715,0.88,1.67
2022-07-08,IDN,Indonesia,2472,5,2386,81,6106024,156781,5930116,19127,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,9.32,23025.48,0.02,591.21,59.12,0.025699999999999997,0.97120000000000006,0.86,0.83
2022-07-21,IDN,Indonesia,5410,5,2925,2480,6154494,156880,5960833,36781,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,20.4,23208.26,0.02,591.59,59.16,0.0255,0.96849999999999992,0.96,0.5
2020-03-19,IDN,Indonesia,82,6,4,72,309,25,15,269,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.31,1.17,0.02,0.09,0.01,0.0809,0.048499999999999995,1.49,0.43
2020-03-21,IDN,Indonesia,81,6,3,72,450,38,20,392,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.31,1.7,0.02,0.14,0.01,0.084399999999999989,0.0444,1.35,0.86
2020-03-24,IDN,Indonesia,106,6,0,100,685,55,30,600,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.4,2.58,0.02,0.21,0.02,0.0803,0.0438,1.63,6.0
