Date,Location_ISO_Code,Location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,Location_Level,City_or_Regency,Province,Country,Continent,Island,Time_Zone,Special_Status,Total_Regencies,Total_Cities,Total_Districts,Total_Urban_Villages,Total_Rural_Villages,Area__km2_,Population,Population_Density,Longitude,Latitude,New_Cases_per_Million,Total_Cases_per_Million,New_Deaths_per_Million,Total_Deaths_per_Million,Total_Deaths_per_100rb,Case_Fatality_Rate,Case_Recovered_Rate,Growth_Factor_of_New_Cases,Growth_Factor_of_New_Deaths
2020-03-26,IDN,Indonesia,103,20,4,79,893,78,35,780,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.39,3.37,0.08,0.29,0.03,0.0873,0.0392,0.98,6.67
2020-03-28,IDN,Indonesia,109,15,13,81,1155,102,59,994,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.41,4.36,0.06,0.38,0.04,0.0883,0.051100000000000007,0.71,1.67
2020-04-01,IDN,Indonesia,149,21,22,106,1677,157,103,1417,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.56,6.32,0.08,0.59,0.06,0.093599999999999989,0.061399999999999996,1.31,1.5
2020-04-08,IDN,Indonesia,218,19,18,181,2956,240,222,2494,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.82,11.15,0.07,0.91,0.09,0.0812,0.0751,0.88,1.58
2020-04-09,IDN,Indonesia,337,40,30,267,3293,280,252,2761,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.27,12.42,0.15,1.06,0.11,0.085,0.0765,1.55,2.11
2020-04-10,IDN,Indonesia,219,26,30,163,3512,306,282,2924,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.83,13.24,0.1,1.15,0.12,0.087100000000000011,0.0803,0.65,0.65
2020-04-11,IDN,Indonesia,330,21,4,305,3842,327,286,3229,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.24,14.49,0.08,1.23,0.12,0.0851,0.074400000000000008,1.51,0.81
2020-04-12,IDN,Indonesia,399,46,73,280,4241,373,359,3509,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.5,15.99,0.17,1.41,0.14,0.088000000000000009,0.084600000000000009,1.21,2.19
2020-04-13,IDN,Indonesia,316,26,21,269,4557,399,380,3778,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.19,17.18,0.1,1.5,0.15,0.0876,0.0834,0.79,0.57
2020-04-14,IDN,Indonesia,282,60,46,176,4839,459,426,3954,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.06,18.25,0.23,1.73,0.17,0.0949,0.088000000000000009,0.89,2.31
2020-04-16,IDN,Indonesia,380,27,102,251,5516,496,548,4472,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.43,20.8,0.1,1.87,0.19,0.089900000000000008,0.0993,1.28,2.7
2020-04-17,IDN,Indonesia,407,24,59,324,5923,520,607,4796,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.53,22.34,0.09,1.96,0.2,0.087799999999999989,0.1025,1.07,0.89
2020-04-18,IDN,Indonesia,325,15,24,286,6248,535,631,5082,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.23,23.56,0.06,2.02,0.2,0.085600000000000009,0.10099999999999999,0.8,0.63
2020-04-19,IDN,Indonesia,327,47,55,225,6575,582,686,5307,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.23,24.79,0.18,2.19,0.22,0.0885,0.1043,1.01,3.13
2020-04-21,IDN,Indonesia,375,26,95,254,7135,616,842,5677,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.41,26.91,0.1,2.32,0.23,0.0863,0.11800000000000001,2.03,3.25
2020-04-22,IDN,Indonesia,283,19,71,193,7418,635,913,5870,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.07,27.97,0.07,2.39,0.24,0.085600000000000009,0.1231,0.75,0.73
2020-04-24,IDN,Indonesia,436,42,42,352,8211,689,1002,6520,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.64,30.96,0.16,2.6,0.26,0.0839,0.122,1.22,3.5
2020-04-25,IDN,Indonesia,396,31,40,325,8607,720,1042,6845,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.49,32.46,0.12,2.72,0.27,0.0837,0.1211,0.91,0.74
2020-04-26,IDN,Indonesia,275,23,65,187,8882,743,1107,7032,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.04,33.49,0.09,2.8,0.28,0.0837,0.1246,0.69,0.74
2020-04-27,IDN,Indonesia,214,22,44,148,9096,765,1151,7180,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.81,34.3,0.08,2.88,0.29,0.084100000000000008,0.1265,0.78,0.96
2020-05-02,IDN,Indonesia,292,31,74,187,10843,831,1665,8347,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.1,40.89,0.12,3.13,0.31,0.0766,0.1536,0.67,3.88
2020-05-04,IDN,Indonesia,395,19,78,298,11587,864,1954,8769,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.49,43.69,0.07,3.26,0.33,0.0746,0.1686,1.13,1.36
2020-05-06,IDN,Indonesia,367,23,120,224,12438,895,2317,9226,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.38,46.9,0.09,3.37,0.34,0.072000000000000008,0.1863,0.76,2.88
2020-05-07,IDN,Indonesia,338,35,64,239,12776,930,2381,9465,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.27,48.18,0.13,3.51,0.35,0.0728,0.1864,0.92,1.52
2020-05-09,IDN,Indonesia,533,16,113,404,13645,959,2607,10079,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.01,51.45,0.06,3.62,0.36,0.0703,0.1911,1.59,1.23
2020-05-11,IDN,Indonesia,233,18,183,32,14265,991,2881,10393,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.88,53.79,0.07,3.74,0.37,0.0695,0.20199999999999999,0.6,1.29
2020-05-12,IDN,Indonesia,484,16,182,286,14749,1007,3063,10679,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.83,55.62,0.06,3.8,0.38,0.0683,0.2077,2.08,0.89
2020-05-13,IDN,Indonesia,689,21,224,444,15438,1028,3287,11123,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.6,58.22,0.08,3.88,0.39,0.0666,0.21289999999999998,1.42,1.31
2020-05-14,IDN,Indonesia,568,15,231,322,16006,1043,3518,11445,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.14,60.36,0.06,3.93,0.39,0.0652,0.2198,0.82,0.71
2020-05-15,IDN,Indonesia,490,33,285,172,16496,1076,3803,11617,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.85,62.21,0.12,4.06,0.41,0.0652,0.2305,0.86,2.2
2020-05-17,IDN,Indonesia,489,59,218,212,17514,1148,4129,12237,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.84,66.04,0.22,4.33,0.43,0.0655,0.23579999999999998,0.92,4.54
2020-05-18,IDN,Indonesia,496,43,195,258,18010,1191,4324,12495,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.87,67.91,0.16,4.49,0.45,0.0661,0.2401,1.01,0.73
2020-05-19,IDN,Indonesia,486,30,143,313,18496,1221,4467,12808,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.83,69.75,0.11,4.6,0.46,0.066,0.2415,0.98,0.7
2020-05-20,IDN,Indonesia,693,21,108,564,19189,1242,4575,13372,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.61,72.36,0.08,4.68,0.47,0.0647,0.2384,1.43,0.7
2020-05-21,IDN,Indonesia,973,36,263,674,20162,1278,4838,14046,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.67,76.03,0.14,4.82,0.48,0.0634,0.24,1.4,1.71
2020-05-22,IDN,Indonesia,634,48,219,367,20796,1326,5057,14413,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.39,78.42,0.18,5.0,0.5,0.0638,0.2432,0.65,1.33
2020-05-23,IDN,Indonesia,949,25,192,732,21745,1351,5249,15145,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.58,82.0,0.09,5.09,0.51,0.0621,0.2414,1.5,0.52
2020-05-24,IDN,Indonesia,526,21,153,352,22271,1372,5402,15497,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.98,83.98,0.08,5.17,0.52,0.0616,0.2426,0.55,0.84
2020-05-25,IDN,Indonesia,479,19,240,220,22750,1391,5642,15717,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.81,85.79,0.07,5.25,0.52,0.0611,0.248,0.91,0.9
2020-05-26,IDN,Indonesia,415,27,235,153,23165,1418,5877,15870,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.56,87.35,0.1,5.35,0.53,0.061200000000000004,0.25370000000000004,0.87,1.42
2020-05-27,IDN,Indonesia,686,55,180,451,23851,1473,6057,16321,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.59,89.94,0.21,5.55,0.56,0.061799999999999994,0.254,1.65,2.04
2020-05-28,IDN,Indonesia,687,23,183,481,24538,1496,6240,16802,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.59,92.53,0.09,5.64,0.56,0.061,0.25429999999999997,1.0,0.42
2020-05-29,IDN,Indonesia,678,24,252,402,25216,1520,6492,17204,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.56,95.09,0.09,5.73,0.57,0.0603,0.2575,0.99,1.04
2020-05-30,IDN,Indonesia,557,53,523,-19,25773,1573,7015,17185,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.1,97.19,0.2,5.93,0.59,0.061,0.2722,0.82,2.21
2020-05-31,IDN,Indonesia,700,40,293,367,26473,1613,7308,17552,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.64,99.83,0.15,6.08,0.61,0.060899999999999996,0.2761,1.26,0.75
2020-06-01,IDN,Indonesia,467,28,329,110,26940,1641,7637,17662,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.76,101.59,0.11,6.19,0.62,0.060899999999999996,0.28350000000000003,0.67,0.7
2020-06-02,IDN,Indonesia,609,22,298,289,27549,1663,7935,17951,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.3,103.89,0.08,6.27,0.63,0.0604,0.28800000000000003,1.3,0.79
2020-06-03,IDN,Indonesia,684,35,471,178,28233,1698,8406,18129,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.58,106.47,0.13,6.4,0.64,0.0601,0.2977,1.12,1.59
2020-06-04,IDN,Indonesia,585,23,486,76,28818,1721,8892,18205,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.21,108.67,0.09,6.49,0.65,0.059699999999999996,0.3086,0.86,0.66
2020-06-05,IDN,Indonesia,703,49,551,103,29521,1770,9443,18308,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.65,111.32,0.18,6.67,0.67,0.06,0.31989999999999996,1.2,2.13
2020-06-06,IDN,Indonesia,993,31,464,498,30514,1801,9907,18806,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.74,115.07,0.12,6.79,0.68,0.059000000000000004,0.3247,1.41,0.63
2020-06-07,IDN,Indonesia,672,50,591,31,31186,1851,10498,18837,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.53,117.6,0.19,6.98,0.7,0.0594,0.33659999999999995,0.68,1.61
2020-06-08,IDN,Indonesia,847,32,406,409,32033,1883,10904,19246,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.19,120.79,0.12,7.1,0.71,0.0588,0.3404,1.26,0.64
2020-06-09,IDN,Indonesia,1042,40,510,492,33075,1923,11414,19738,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.93,124.72,0.15,7.25,0.73,0.0581,0.34509999999999996,1.23,1.25
2020-06-10,IDN,Indonesia,1241,36,715,490,34316,1959,12129,20228,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.68,129.4,0.14,7.39,0.74,0.0571,0.35350000000000004,1.19,0.9
2020-06-11,IDN,Indonesia,979,41,507,431,35295,2000,12636,20659,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.69,133.1,0.15,7.54,0.75,0.0567,0.358,0.79,1.14
2020-06-12,IDN,Indonesia,1111,48,577,486,36406,2048,13213,21145,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.19,137.29,0.18,7.72,0.77,0.056299999999999996,0.3629,1.13,1.17
2020-06-13,IDN,Indonesia,1014,43,563,408,37420,2091,13776,21553,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.82,141.11,0.16,7.89,0.79,0.0559,0.36810000000000004,0.91,0.9
2020-06-14,IDN,Indonesia,857,43,755,59,38277,2134,14531,21612,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.23,144.34,0.16,8.05,0.8,0.0558,0.3796,0.85,1.0
2020-06-15,IDN,Indonesia,1017,64,592,361,39294,2198,15123,21973,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.84,148.18,0.24,8.29,0.83,0.0559,0.3849,1.19,1.49
2020-06-16,IDN,Indonesia,1106,33,580,493,40400,2231,15703,22466,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.17,152.35,0.12,8.41,0.84,0.0552,0.3887,1.09,0.52
2020-06-17,IDN,Indonesia,1031,45,540,446,41431,2276,16243,22912,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.89,156.23,0.17,8.58,0.86,0.054900000000000004,0.392,0.93,1.36
2020-06-18,IDN,Indonesia,1331,63,555,713,42762,2339,16798,23625,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.02,161.25,0.24,8.82,0.88,0.0547,0.39280000000000004,1.29,1.4
2020-06-19,IDN,Indonesia,1041,34,551,456,43803,2373,17349,24081,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.93,165.18,0.13,8.95,0.89,0.0542,0.3961,0.78,0.54
2020-06-20,IDN,Indonesia,1226,56,534,636,45029,2429,17883,24717,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.62,169.8,0.21,9.16,0.92,0.053899999999999997,0.3971,1.18,1.65
2020-06-21,IDN,Indonesia,862,36,521,305,45891,2465,18404,25022,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.25,173.05,0.14,9.3,0.93,0.0537,0.401,0.7,0.64
2020-06-22,IDN,Indonesia,954,35,331,588,46845,2500,18735,25610,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.6,176.65,0.13,9.43,0.94,0.053399999999999996,0.39990000000000003,1.11,0.97
2020-06-23,IDN,Indonesia,1051,35,506,510,47896,2535,19241,26120,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.96,180.61,0.13,9.56,0.96,0.0529,0.4017,1.1,1.0
2020-06-24,IDN,Indonesia,1113,38,417,658,49009,2573,19658,26778,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.2,184.81,0.14,9.7,0.97,0.0525,0.4011,1.06,1.09
2020-06-25,IDN,Indonesia,1178,47,791,340,50187,2620,20449,27118,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.44,189.25,0.18,9.88,0.99,0.052199999999999996,0.4075,1.06,1.24
2020-06-26,IDN,Indonesia,1240,63,884,293,51427,2683,21333,27411,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.68,193.93,0.24,10.12,1.01,0.052199999999999996,0.41479999999999995,1.05,1.34
2020-06-27,IDN,Indonesia,1385,37,576,772,52812,2720,21909,28183,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.22,199.15,0.14,10.26,1.03,0.051500000000000004,0.41479999999999995,1.12,0.59
2020-06-28,IDN,Indonesia,1198,34,1027,137,54010,2754,22936,28320,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.52,203.67,0.13,10.39,1.04,0.051,0.42469999999999997,0.86,0.92
2020-06-29,IDN,Indonesia,1082,51,864,167,55092,2805,23800,28487,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.08,207.75,0.19,10.58,1.06,0.0509,0.43200000000000005,0.9,1.5
2020-06-30,IDN,Indonesia,1293,71,1006,216,56385,2876,24806,28703,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.88,212.62,0.27,10.85,1.08,0.051,0.4399,1.2,1.39
2020-07-01,IDN,Indonesia,1385,58,789,538,57770,2934,25595,29241,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.22,217.85,0.22,11.06,1.11,0.0508,0.44310000000000005,1.07,0.82
2020-07-02,IDN,Indonesia,1624,53,1072,499,59394,2987,26667,29740,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.12,223.97,0.2,11.26,1.13,0.050300000000000004,0.449,1.17,0.91
2020-07-03,IDN,Indonesia,1301,49,901,351,60695,3036,27568,30091,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.91,228.88,0.18,11.45,1.14,0.05,0.4542,0.8,0.92
2020-07-04,IDN,Indonesia,1447,53,651,743,62142,3089,28219,30834,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.46,234.33,0.2,11.65,1.16,0.049699999999999994,0.45409999999999995,1.11,1.08
2020-07-05,IDN,Indonesia,1607,82,886,639,63749,3171,29105,31473,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.06,240.39,0.31,11.96,1.2,0.049699999999999994,0.45659999999999995,1.11,1.55
2020-07-06,IDN,Indonesia,1209,70,814,325,64958,3241,29919,31798,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.56,244.95,0.26,12.22,1.22,0.0499,0.4606,0.75,0.85
2020-07-07,IDN,Indonesia,1268,68,866,334,66226,3309,30785,32132,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.78,249.73,0.26,12.48,1.25,0.05,0.4648,1.05,0.97
2020-07-08,IDN,Indonesia,1853,50,800,1003,68079,3359,31585,33135,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.99,256.72,0.19,12.67,1.27,0.0493,0.4639,1.46,0.74
2020-07-09,IDN,Indonesia,2657,58,1066,1533,70736,3417,32651,34668,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.02,266.74,0.22,12.89,1.29,0.0483,0.46159999999999995,1.43,1.16
2020-07-10,IDN,Indonesia,1611,52,878,681,72347,3469,33529,35349,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.07,272.82,0.2,13.08,1.31,0.0479,0.46340000000000003,0.61,0.9
2020-07-11,IDN,Indonesia,1671,66,1190,415,74018,3535,34719,35764,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.3,279.12,0.25,13.33,1.33,0.0478,0.46909999999999996,1.04,1.27
2020-07-12,IDN,Indonesia,1681,71,919,691,75699,3606,35638,36455,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.34,285.46,0.27,13.6,1.36,0.047599999999999996,0.4708,1.01,1.08
2020-07-13,IDN,Indonesia,1282,50,1051,181,76981,3656,36689,36636,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.83,290.29,0.19,13.79,1.38,0.0475,0.47659999999999997,0.76,0.7
2020-07-14,IDN,Indonesia,1591,54,947,590,78572,3710,37636,37226,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.0,296.29,0.2,13.99,1.4,0.0472,0.479,1.24,1.08
2020-07-15,IDN,Indonesia,1522,87,1414,21,80094,3797,39050,37247,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.74,302.03,0.33,14.32,1.43,0.047400000000000005,0.4876,0.96,1.61
2020-07-16,IDN,Indonesia,1574,76,1295,203,81668,3873,40345,37450,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.94,307.97,0.29,14.6,1.46,0.047400000000000005,0.494,1.03,0.87
2020-07-17,IDN,Indonesia,1462,84,1489,-111,83130,3957,41834,37339,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.51,313.48,0.32,14.92,1.49,0.047599999999999996,0.5032,0.93,1.11
2020-07-18,IDN,Indonesia,1752,59,1434,259,84882,4016,43268,37598,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.61,320.09,0.22,15.14,1.51,0.0473,0.5097,1.2,0.7
2020-07-19,IDN,Indonesia,1639,127,2133,-621,86521,4143,45401,36977,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.18,326.27,0.48,15.62,1.56,0.0479,0.52469999999999994,0.94,2.15
2020-07-20,IDN,Indonesia,1693,96,1576,21,88214,4239,46977,36998,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.38,332.65,0.36,15.99,1.6,0.0481,0.5325,1.03,0.76
2020-07-21,IDN,Indonesia,1655,81,1489,85,89869,4320,48466,37083,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.24,338.89,0.31,16.29,1.63,0.0481,0.5393,0.98,0.84
2020-07-22,IDN,Indonesia,1882,139,1789,-46,91751,4459,50255,37037,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.1,345.99,0.52,16.81,1.68,0.048600000000000004,0.54770000000000008,1.14,1.72
2020-07-23,IDN,Indonesia,1906,117,1909,-120,93657,4576,52164,36917,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.19,353.18,0.44,17.26,1.73,0.0489,0.557,1.01,0.84
2020-07-24,IDN,Indonesia,1761,89,1781,-109,95418,4665,53945,36808,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.64,359.82,0.34,17.59,1.76,0.0489,0.5654,0.92,0.76
2020-07-25,IDN,Indonesia,1868,49,1409,410,97286,4714,55354,37218,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.04,366.86,0.18,17.78,1.78,0.048499999999999995,0.569,1.06,0.55
2020-07-26,IDN,Indonesia,1492,67,1301,124,98778,4781,56655,37342,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.63,372.49,0.25,18.03,1.8,0.0484,0.5736,0.8,1.37
2020-07-27,IDN,Indonesia,1525,57,1518,-50,100303,4838,58173,37292,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.75,378.24,0.21,18.24,1.82,0.0482,0.58,1.02,0.85
2020-07-28,IDN,Indonesia,1748,63,2366,-681,102051,4901,60539,36611,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.59,384.83,0.24,18.48,1.85,0.048,0.5932,1.15,1.11
2020-07-29,IDN,Indonesia,2381,74,1599,708,104432,4975,62138,37319,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.98,393.81,0.28,18.76,1.88,0.047599999999999996,0.595,1.36,1.17
